transaction_id,store_id,customer_id,product_id,quantity,unit_price,transaction_date,source_file
T001131,S002,C055,P023,1,22000,2026-08-02 18:59:37,sales_2026_08_02.csv
T001132,S001,C091,P021,1,10000,2026-08-02 13:40:51,sales_2026_08_02.csv
T001133,S001,C028,P004,1,25000,2026-08-02 09:02:49,sales_2026_08_02.csv
T001134,S001,C017,P016,3,95000,2026-08-02 16:00:22,sales_2026_08_02.csv
T001135,S002,C067,P019,1,55000,2026-08-02 18:44:35,sales_2026_08_02.csv
T001136,S004,C002,P022,2,18000,2026-08-02 11:30:05,sales_2026_08_02.csv
T001137,S003,C016,P001,2,450000,2026-08-02 13:04:23,sales_2026_08_02.csv
T001138,S004,C089,P028,1,28000,2026-08-02 12:40:21,sales_2026_08_02.csv
T001139,S004,C010,P005,1,120000,2026-08-02 08:33:56,sales_2026_08_02.csv
T001140,S004,C012,P008,2,390000,2026-08-02 15:23:41,sales_2026_08_02.csv
T001141,S001,C014,P024,4,40000,2026-08-02 11:53:12,sales_2026_08_02.csv
T001142,S003,C039,P011,2,75000,2026-08-02 16:39:43,sales_2026_08_02.csv
T001143,S004,C100,P005,3,120000,2026-08-02 17:09:11,sales_2026_08_02.csv
T001144,S002,C083,P027,4,18000,2026-08-02 17:02:00,sales_2026_08_02.csv
T001145,S002,C009,P022,4,18000,2026-08-02 12:34:59,sales_2026_08_02.csv
T001146,S005,C002,P017,2,85000,2026-08-02 11:32:13,sales_2026_08_02.csv
T001147,S002,C057,P020,1,180000,2026-08-02 16:14:13,sales_2026_08_02.csv
T001148,S002,C081,P012,3,12000,2026-08-02 16:48:55,sales_2026_08_02.csv
T001149,S002,C053,P024,1,40000,2026-08-02 13:24:13,sales_2026_08_02.csv
T001150,S004,C028,P020,1,180000,2026-08-02 17:49:24,sales_2026_08_02.csv
T001151,S001,C018,P003,2,15000,2026-08-02 09:34:58,sales_2026_08_02.csv
T001152,S001,C076,P025,3,210000,2026-08-02 17:40:11,sales_2026_08_02.csv
T001153,S004,C045,P024,4,40000,2026-08-02 09:03:25,sales_2026_08_02.csv
T001154,S003,C018,P014,2,7000,2026-08-02 09:41:19,sales_2026_08_02.csv
T001155,S003,C083,P008,2,390000,2026-08-02 13:52:20,sales_2026_08_02.csv
T001156,S002,C071,P003,2,15000,2026-08-02 08:44:33,sales_2026_08_02.csv
T001157,S005,C093,P020,3,180000,2026-08-02 08:34:51,sales_2026_08_02.csv
T001158,S003,C100,P020,1,180000,2026-08-02 08:00:20,sales_2026_08_02.csv
T001159,S001,C085,P023,1,22000,2026-08-02 12:47:58,sales_2026_08_02.csv
T001160,S003,C027,P029,4,32000,2026-08-02 16:31:15,sales_2026_08_02.csv
T001161,S005,C066,P017,1,85000,2026-08-02 08:22:59,sales_2026_08_02.csv
T001162,S004,C038,P007,2,165000,2026-08-02 15:10:29,sales_2026_08_02.csv
T001163,S001,C031,P021,3,10000,2026-08-02 17:03:15,sales_2026_08_02.csv
T001164,S004,C015,P016,2,95000,2026-08-02 09:50:52,sales_2026_08_02.csv
T001165,S004,C082,P008,1,390000,2026-08-02 09:36:55,sales_2026_08_02.csv
T001166,S001,C068,P020,1,180000,2026-08-02 17:28:07,sales_2026_08_02.csv
T001167,S001,C047,P029,2,32000,2026-08-02 17:03:15,sales_2026_08_02.csv
T001168,S003,C017,P030,3,50000,2026-08-02 13:55:42,sales_2026_08_02.csv
T001169,S005,C054,P013,2,35000,2026-08-02 17:00:40,sales_2026_08_02.csv
T001170,S005,C088,P012,1,12000,2026-08-02 09:01:13,sales_2026_08_02.csv
T001171,S004,C099,P006,2,280000,2026-08-02 12:20:21,sales_2026_08_02.csv
T001172,S001,C076,P003,3,15000,2026-08-02 16:06:56,sales_2026_08_02.csv
T001173,S001,C034,P003,3,15000,2026-08-02 10:49:55,sales_2026_08_02.csv
T001174,S001,C008,P007,2,165000,2026-08-02 16:16:32,sales_2026_08_02.csv
T001175,S004,C065,P026,1,30000,2026-08-02 13:32:45,sales_2026_08_02.csv
T001176,S005,C099,P010,3,8000,2026-08-02 16:15:10,sales_2026_08_02.csv
T001177,S004,C090,P014,3,7000,2026-08-02 13:06:41,sales_2026_08_02.csv
T001178,S001,C082,P013,2,35000,2026-08-02 12:02:49,sales_2026_08_02.csv
T001179,S005,C079,P018,2,25000,2026-08-02 10:24:39,sales_2026_08_02.csv
T001180,S003,C011,P005,3,120000,2026-08-02 10:17:31,sales_2026_08_02.csv
T001181,S001,C066,P010,3,8000,2026-08-02 16:15:59,sales_2026_08_02.csv
T001182,S002,C020,P030,4,50000,2026-08-02 09:18:28,sales_2026_08_02.csv
T001183,S003,C051,P018,4,25000,2026-08-02 08:56:44,sales_2026_08_02.csv
T001184,S001,C040,P019,2,55000,2026-08-02 09:56:21,sales_2026_08_02.csv
T001185,S004,C094,P023,1,22000,2026-08-02 09:55:43,sales_2026_08_02.csv
T001186,S002,C008,P028,1,28000,2026-08-02 17:03:15,sales_2026_08_02.csv
T001187,S001,C056,P008,1,390000,2026-08-02 12:23:00,sales_2026_08_02.csv
T001188,S004,C079,P004,3,25000,2026-08-02 18:53:39,sales_2026_08_02.csv
T001189,S001,C040,P020,4,180000,2026-08-02 09:30:33,sales_2026_08_02.csv
T001190,S002,C016,P022,4,18000,2026-08-02 15:11:20,sales_2026_08_02.csv
T001191,S002,C090,P001,1,450000,2026-08-02 12:56:09,sales_2026_08_02.csv
T001192,S002,C064,P001,4,450000,2026-08-02 12:19:19,sales_2026_08_02.csv
T001193,S005,C067,P012,1,12000,2026-08-02 17:37:33,sales_2026_08_02.csv
T001194,S003,C022,P026,4,30000,2026-08-02 18:43:53,sales_2026_08_02.csv
T001195,S002,C096,P012,4,12000,2026-08-02 17:36:05,sales_2026_08_02.csv
T001196,S003,C094,P025,2,210000,2026-08-02 10:06:55,sales_2026_08_02.csv
T001197,S001,C099,P029,3,32000,2026-08-02 10:25:43,sales_2026_08_02.csv
T001198,S001,C043,P029,2,32000,2026-08-02 15:13:00,sales_2026_08_02.csv
T001199,S004,C035,P026,4,30000,2026-08-02 11:10:47,sales_2026_08_02.csv
T001200,S001,C034,P017,2,85000,2026-08-02 16:04:55,sales_2026_08_02.csv
T001201,S005,C081,P023,1,22000,2026-08-02 14:13:50,sales_2026_08_02.csv
T001202,S004,C059,P003,3,15000,2026-08-02 14:03:35,sales_2026_08_02.csv
T001203,S003,C008,P017,2,85000,2026-08-02 17:06:50,sales_2026_08_02.csv
T001204,S005,C022,P016,2,95000,2026-08-02 15:48:57,sales_2026_08_02.csv
T001205,S002,C033,P012,2,12000,2026-08-02 08:17:32,sales_2026_08_02.csv
T001206,S001,C074,P025,3,210000,2026-08-02 08:32:38,sales_2026_08_02.csv
T001207,S001,C030,P022,4,18000,2026-08-02 14:37:01,sales_2026_08_02.csv
T001208,S005,C001,P024,2,40000,2026-08-02 13:20:53,sales_2026_08_02.csv
T001209,S001,C032,P002,3,520000,2026-08-02 10:51:43,sales_2026_08_02.csv
T001210,S004,C047,P002,2,520000,2026-08-02 12:36:18,sales_2026_08_02.csv
T001211,S002,C023,P013,2,35000,2026-08-02 16:20:13,sales_2026_08_02.csv
T001212,S001,C071,P030,1,50000,2026-08-02 17:05:33,sales_2026_08_02.csv
T001213,S004,C029,P026,2,30000,2026-08-02 14:10:24,sales_2026_08_02.csv
T001214,S002,C054,P011,1,75000,2026-08-02 12:14:20,sales_2026_08_02.csv
T001215,S003,C035,P030,4,50000,2026-08-02 10:58:39,sales_2026_08_02.csv
T001216,S001,C074,P027,1,18000,2026-08-02 13:44:27,sales_2026_08_02.csv
T001217,S001,C065,P012,1,12000,2026-08-02 11:27:44,sales_2026_08_02.csv
T001218,S001,C023,P022,2,18000,2026-08-02 14:12:18,sales_2026_08_02.csv
T001219,S005,C006,P008,3,390000,2026-08-02 15:26:35,sales_2026_08_02.csv
T001220,S001,C060,P013,4,35000,2026-08-02 08:43:36,sales_2026_08_02.csv
T001221,S003,C100,P028,2,28000,2026-08-02 08:00:42,sales_2026_08_02.csv
T001222,S003,C042,P028,1,28000,2026-08-02 10:20:06,sales_2026_08_02.csv
T001223,S005,C059,P003,3,15000,2026-08-02 17:50:22,sales_2026_08_02.csv
T001224,S003,C026,P001,4,450000,2026-08-02 15:06:33,sales_2026_08_02.csv
T001225,S005,C039,P010,4,8000,2026-08-02 09:53:29,sales_2026_08_02.csv
T001226,S005,C032,P024,4,40000,2026-08-02 17:47:34,sales_2026_08_02.csv
T001227,S003,C076,P015,1,30000,2026-08-02 13:10:10,sales_2026_08_02.csv
T001228,S002,C094,P016,4,95000,2026-08-02 13:14:13,sales_2026_08_02.csv
T001229,S005,C098,P029,4,32000,2026-08-02 18:17:27,sales_2026_08_02.csv
T001230,S002,C020,P026,2,30000,2026-08-02 08:39:15,sales_2026_08_02.csv
T001231,S004,C004,P001,2,450000,2026-08-02 10:22:01,sales_2026_08_02.csv
T001232,S005,C045,P008,2,390000,2026-08-02 14:26:36,sales_2026_08_02.csv
T001233,S001,C043,P021,2,10000,2026-08-02 10:09:01,sales_2026_08_02.csv
T001234,S004,C095,P001,2,450000,2026-08-02 15:28:29,sales_2026_08_02.csv
T001235,S003,C014,P024,1,40000,2026-08-02 10:21:18,sales_2026_08_02.csv
T001236,S005,C031,P007,4,165000,2026-08-02 09:05:26,sales_2026_08_02.csv
T001237,S004,C008,P014,2,7000,2026-08-02 10:16:36,sales_2026_08_02.csv
T001238,S003,C012,P005,1,120000,2026-08-02 12:39:00,sales_2026_08_02.csv
T001239,S002,C067,P002,3,520000,2026-08-02 09:56:15,sales_2026_08_02.csv
T001240,S003,C059,P014,1,7000,2026-08-02 09:28:53,sales_2026_08_02.csv
T001241,S001,C075,P024,3,40000,2026-08-02 17:27:47,sales_2026_08_02.csv
T001242,S005,C018,P004,1,25000,2026-08-02 11:31:27,sales_2026_08_02.csv
T001243,S004,C010,P021,2,10000,2026-08-02 11:58:06,sales_2026_08_02.csv
T001244,S005,C008,P019,1,55000,2026-08-02 08:36:28,sales_2026_08_02.csv
T001245,S002,C031,P014,3,7000,2026-08-02 11:55:51,sales_2026_08_02.csv
T001246,S003,C041,P010,2,8000,2026-08-02 10:54:46,sales_2026_08_02.csv
T001247,S004,C090,P030,4,50000,2026-08-02 14:42:55,sales_2026_08_02.csv
T001248,S003,C041,P027,2,18000,2026-08-02 10:15:33,sales_2026_08_02.csv
T001249,S003,C030,P015,4,30000,2026-08-02 17:46:19,sales_2026_08_02.csv
T001250,S002,C018,P003,1,15000,2026-08-02 18:13:34,sales_2026_08_02.csv
T001251,S005,C014,P025,3,210000,2026-08-02 09:05:53,sales_2026_08_02.csv
T001252,S001,C022,P005,4,120000,2026-08-02 09:10:53,sales_2026_08_02.csv
T001253,S004,C041,P015,1,30000,2026-08-02 09:16:06,sales_2026_08_02.csv
T001254,S001,C069,P014,2,7000,2026-08-02 14:48:54,sales_2026_08_02.csv
T001255,S002,C058,P012,2,12000,2026-08-02 09:20:29,sales_2026_08_02.csv
T001256,S004,C034,P010,1,8000,2026-08-02 17:22:34,sales_2026_08_02.csv
T001257,S001,C012,P028,4,28000,2026-08-02 16:17:49,sales_2026_08_02.csv
T001258,S003,C091,P006,1,280000,2026-08-02 17:01:04,sales_2026_08_02.csv
T001259,S005,C006,P023,3,22000,2026-08-02 13:47:11,sales_2026_08_02.csv
T001260,S003,C019,P007,1,165000,2026-08-02 18:57:48,sales_2026_08_02.csv
T001261,S002,C046,P003,2,15000,2026-08-02 08:29:09,sales_2026_08_02.csv
T001262,S005,C007,P013,1,35000,2026-08-02 12:24:50,sales_2026_08_02.csv
T001263,S003,C034,P022,1,18000,2026-08-02 11:33:47,sales_2026_08_02.csv
T001264,S002,C004,P027,2,18000,2026-08-02 18:26:06,sales_2026_08_02.csv
T001265,S004,C072,P013,1,35000,2026-08-02 14:20:43,sales_2026_08_02.csv
T001266,S005,C032,P024,4,40000,2026-08-02 16:52:05,sales_2026_08_02.csv
T001267,S004,C014,P004,4,25000,2026-08-02 09:52:25,sales_2026_08_02.csv
T001268,S002,C016,P026,4,30000,2026-08-02 18:45:53,sales_2026_08_02.csv
T001269,S001,C100,P001,2,450000,2026-08-02 13:29:06,sales_2026_08_02.csv
T001270,S002,C026,P008,3,390000,2026-08-02 13:25:49,sales_2026_08_02.csv
T001271,S004,C048,P027,2,18000,2026-08-02 18:40:47,sales_2026_08_02.csv
T001272,S001,C075,P022,4,18000,2026-08-02 12:11:17,sales_2026_08_02.csv
T001273,S003,C010,P019,4,55000,2026-08-02 12:22:21,sales_2026_08_02.csv
T001274,S001,C026,P001,4,450000,2026-08-02 14:25:56,sales_2026_08_02.csv
T001275,S004,C017,P029,2,32000,2026-08-02 09:24:30,sales_2026_08_02.csv
T001276,S003,C016,P003,3,15000,2026-08-02 11:31:54,sales_2026_08_02.csv
T001277,S004,C007,P002,1,520000,2026-08-02 10:07:31,sales_2026_08_02.csv
T001278,S005,C056,P006,4,280000,2026-08-02 09:08:10,sales_2026_08_02.csv
T001279,S004,C064,P027,4,18000,2026-08-02 17:31:39,sales_2026_08_02.csv
T001280,S004,C088,P001,1,450000,2026-08-02 14:28:57,sales_2026_08_02.csv
T001281,S002,C046,P014,3,7000,2026-08-02 11:56:43,sales_2026_08_02.csv
T001282,S002,C036,P007,3,165000,2026-08-02 12:29:43,sales_2026_08_02.csv
T001283,S004,C020,P009,2,45000,2026-08-02 12:44:48,sales_2026_08_02.csv
T001284,S005,C080,P002,4,520000,2026-08-02 14:57:52,sales_2026_08_02.csv
T001285,S002,C083,P020,2,180000,2026-08-02 18:11:40,sales_2026_08_02.csv
T001286,S004,C053,P010,4,8000,2026-08-02 18:15:38,sales_2026_08_02.csv
T001287,S005,C062,P029,3,32000,2026-08-02 12:18:23,sales_2026_08_02.csv
T001288,S001,C036,P002,4,520000,2026-08-02 11:37:18,sales_2026_08_02.csv
T001289,S002,C054,P013,2,35000,2026-08-02 12:57:41,sales_2026_08_02.csv
T001290,S005,C032,P007,4,165000,2026-08-02 14:14:50,sales_2026_08_02.csv
T001291,S005,C003,P021,2,10000,2026-08-02 13:04:47,sales_2026_08_02.csv
T001292,S003,C062,P013,2,35000,2026-08-02 15:14:46,sales_2026_08_02.csv
T001293,S004,C045,P018,2,25000,2026-08-02 14:05:54,sales_2026_08_02.csv
T001294,S005,C065,P030,2,50000,2026-08-02 11:31:40,sales_2026_08_02.csv
T001295,S004,C035,P011,4,75000,2026-08-02 11:48:10,sales_2026_08_02.csv
T001296,S001,C041,P006,1,280000,2026-08-02 12:09:52,sales_2026_08_02.csv
T001297,S002,C004,P020,3,180000,2026-08-02 09:02:27,sales_2026_08_02.csv
T001298,S003,C008,P029,2,32000,2026-08-02 09:49:36,sales_2026_08_02.csv
T001299,S004,C068,P026,3,30000,2026-08-02 15:57:15,sales_2026_08_02.csv
T001300,S005,C030,P012,4,12000,2026-08-02 12:16:48,sales_2026_08_02.csv
T001301,S001,C032,P006,4,280000,2026-08-02 10:21:35,sales_2026_08_02.csv
T001302,S002,C035,P022,4,18000,2026-08-02 14:11:21,sales_2026_08_02.csv
T001303,S001,C098,P018,4,25000,2026-08-02 16:18:39,sales_2026_08_02.csv
T001304,S005,C050,P008,3,390000,2026-08-02 10:49:53,sales_2026_08_02.csv
T001305,S002,C023,P012,3,12000,2026-08-02 17:05:40,sales_2026_08_02.csv
T001306,S005,C041,P008,4,390000,2026-08-02 18:12:09,sales_2026_08_02.csv
T001307,S003,C076,P026,1,30000,2026-08-02 14:34:16,sales_2026_08_02.csv
T001308,S003,C073,P001,1,450000,2026-08-02 15:21:30,sales_2026_08_02.csv
T001309,S002,C073,P019,4,55000,2026-08-02 08:34:42,sales_2026_08_02.csv
T001310,S004,C070,P007,3,165000,2026-08-02 18:24:02,sales_2026_08_02.csv
T001311,S002,C063,P010,4,8000,2026-08-02 12:19:02,sales_2026_08_02.csv
T001312,S001,C008,P002,1,520000,2026-08-02 18:09:46,sales_2026_08_02.csv
T001313,S005,C029,P008,4,390000,2026-08-02 14:22:07,sales_2026_08_02.csv
T001314,S005,C062,P001,4,450000,2026-08-02 08:03:02,sales_2026_08_02.csv
T001315,S003,C079,P001,3,450000,2026-08-02 08:25:26,sales_2026_08_02.csv
T001316,S002,C044,P007,4,165000,2026-08-02 15:29:04,sales_2026_08_02.csv
T001317,S002,C042,P023,4,22000,2026-08-02 14:11:21,sales_2026_08_02.csv
T001318,S001,C019,P002,1,520000,2026-08-02 08:17:30,sales_2026_08_02.csv
T001319,S002,C100,P019,2,55000,2026-08-02 16:10:41,sales_2026_08_02.csv
T001320,S005,C047,P004,1,25000,2026-08-02 17:22:24,sales_2026_08_02.csv
T001321,S003,C091,P003,1,15000,2026-08-02 13:27:38,sales_2026_08_02.csv
T001322,S004,C076,P022,1,18000,2026-08-02 13:07:23,sales_2026_08_02.csv
T001323,S003,C039,P004,2,25000,2026-08-02 08:03:36,sales_2026_08_02.csv
T001324,S002,C021,P011,3,75000,2026-08-02 16:39:11,sales_2026_08_02.csv
T001325,S004,C082,P024,4,40000,2026-08-02 11:38:16,sales_2026_08_02.csv
T001326,S003,C023,P016,4,95000,2026-08-02 17:39:59,sales_2026_08_02.csv
T001327,S005,C089,P023,4,22000,2026-08-02 12:06:13,sales_2026_08_02.csv
T001328,S005,C046,P029,4,32000,2026-08-02 14:12:57,sales_2026_08_02.csv
T001329,S005,C023,P008,1,390000,2026-08-02 10:58:25,sales_2026_08_02.csv
T001330,S003,C094,P013,3,35000,2026-08-02 09:45:59,sales_2026_08_02.csv
T001331,S003,C017,P023,2,22000,2026-08-02 16:31:26,sales_2026_08_02.csv
T001332,S001,C090,P006,1,280000,2026-08-02 13:27:44,sales_2026_08_02.csv
T001333,S004,C099,P019,1,55000,2026-08-02 13:54:04,sales_2026_08_02.csv
T001334,S001,C024,P019,1,55000,2026-08-02 18:37:10,sales_2026_08_02.csv
T001335,S003,C079,P020,1,180000,2026-08-02 18:35:57,sales_2026_08_02.csv
T001336,S005,C014,P008,4,390000,2026-08-02 17:24:43,sales_2026_08_02.csv
T001337,S004,C019,P030,4,50000,2026-08-02 10:03:49,sales_2026_08_02.csv
T001338,S001,C031,P011,4,75000,2026-08-02 14:32:13,sales_2026_08_02.csv
T001339,S003,C022,P012,4,12000,2026-08-02 17:39:34,sales_2026_08_02.csv
T001340,S001,C091,P021,3,10000,2026-08-02 12:07:08,sales_2026_08_02.csv
T001341,S003,C058,P022,1,18000,2026-08-02 09:06:43,sales_2026_08_02.csv
T001342,S003,C027,P001,2,450000,2026-08-02 16:55:14,sales_2026_08_02.csv
T001343,S001,C045,P008,3,390000,2026-08-02 13:17:57,sales_2026_08_02.csv
T001344,S001,C093,P009,1,45000,2026-08-02 14:12:29,sales_2026_08_02.csv
T001345,S001,C050,P001,3,450000,2026-08-02 18:48:12,sales_2026_08_02.csv
T001346,S004,C022,P015,3,30000,2026-08-02 14:40:45,sales_2026_08_02.csv
T001347,S004,C064,P029,4,32000,2026-08-02 12:40:29,sales_2026_08_02.csv
T001348,S004,C045,P029,4,32000,2026-08-02 12:04:11,sales_2026_08_02.csv
T001349,S004,C013,P018,1,25000,2026-08-02 12:35:37,sales_2026_08_02.csv
T001350,S004,C074,P027,1,18000,2026-08-02 09:18:08,sales_2026_08_02.csv
T001351,S002,C021,P021,4,10000,2026-08-02 16:44:32,sales_2026_08_02.csv
T001352,S001,C005,P015,1,30000,2026-08-02 17:12:53,sales_2026_08_02.csv
T001353,S001,C041,P010,1,8000,2026-08-02 11:07:42,sales_2026_08_02.csv
T001354,S001,C010,P009,3,45000,2026-08-02 11:20:30,sales_2026_08_02.csv
T001355,S002,C049,P011,3,75000,2026-08-02 17:37:03,sales_2026_08_02.csv
T001356,S001,C071,P006,1,280000,2026-08-02 08:15:49,sales_2026_08_02.csv
T001357,S001,C044,P029,4,32000,2026-08-02 13:43:30,sales_2026_08_02.csv
T001358,S005,C062,P020,3,180000,2026-08-02 13:06:01,sales_2026_08_02.csv
T001359,S001,C056,P023,2,22000,2026-08-02 15:35:29,sales_2026_08_02.csv
T001360,S002,C078,P021,3,10000,2026-08-02 09:47:50,sales_2026_08_02.csv
T001361,S004,C021,P029,3,32000,2026-08-02 15:21:05,sales_2026_08_02.csv
T001362,S001,C043,P002,1,520000,2026-08-02 12:08:38,sales_2026_08_02.csv
T001363,S002,C053,P007,4,165000,2026-08-02 14:48:21,sales_2026_08_02.csv
T001364,S005,C093,P023,1,22000,2026-08-02 08:26:27,sales_2026_08_02.csv
T001365,S005,C034,P030,3,50000,2026-08-02 13:04:44,sales_2026_08_02.csv
T001366,S003,C039,P022,4,18000,2026-08-02 13:44:41,sales_2026_08_02.csv
T001367,S001,C007,P008,4,390000,2026-08-02 10:21:27,sales_2026_08_02.csv
T001368,S005,C071,P013,2,35000,2026-08-02 09:32:09,sales_2026_08_02.csv
T001369,S004,C020,P027,3,18000,2026-08-02 10:04:23,sales_2026_08_02.csv
T001370,S003,C001,P002,2,520000,2026-08-02 11:47:07,sales_2026_08_02.csv
T001371,S001,C038,P014,1,7000,2026-08-02 09:03:53,sales_2026_08_02.csv
T001372,S005,C062,P027,3,18000,2026-08-02 18:25:13,sales_2026_08_02.csv
T001373,S001,C004,P007,1,165000,2026-08-02 12:27:17,sales_2026_08_02.csv
T001374,S002,C082,P007,1,165000,2026-08-02 16:53:55,sales_2026_08_02.csv
T001375,S001,C061,P010,2,8000,2026-08-02 18:43:06,sales_2026_08_02.csv
T001376,S001,C040,P028,1,28000,2026-08-02 08:53:17,sales_2026_08_02.csv
T001377,S004,C061,P026,3,30000,2026-08-02 15:10:06,sales_2026_08_02.csv
T001378,S003,C012,P016,4,95000,2026-08-02 17:35:07,sales_2026_08_02.csv
T001379,S005,C050,P021,4,10000,2026-08-02 14:58:35,sales_2026_08_02.csv
T001380,S003,C049,P006,2,280000,2026-08-02 12:43:09,sales_2026_08_02.csv
T001381,S002,C058,P012,1,12000,2026-08-02 12:44:30,sales_2026_08_02.csv
T001382,S003,C057,P002,2,520000,2026-08-02 08:23:41,sales_2026_08_02.csv
T001383,S003,C029,P015,1,30000,2026-08-02 13:52:50,sales_2026_08_02.csv
T001384,S003,C073,P027,2,18000,2026-08-02 18:55:44,sales_2026_08_02.csv
T001385,S002,C097,P002,2,520000,2026-08-02 18:32:44,sales_2026_08_02.csv
T001386,S001,C011,P023,3,22000,2026-08-02 08:26:39,sales_2026_08_02.csv
T001387,S003,C070,P022,1,18000,2026-08-02 15:45:49,sales_2026_08_02.csv
T001388,S005,C030,P014,3,7000,2026-08-02 11:19:09,sales_2026_08_02.csv
T001389,S001,C050,P018,3,25000,2026-08-02 17:55:58,sales_2026_08_02.csv
T001390,S005,C054,P027,2,18000,2026-08-02 08:29:46,sales_2026_08_02.csv
T001391,S004,C074,P018,2,25000,2026-08-02 18:17:40,sales_2026_08_02.csv
T001392,S002,C061,P029,4,32000,2026-08-02 17:12:44,sales_2026_08_02.csv
T001393,S001,C051,P010,4,8000,2026-08-02 09:17:33,sales_2026_08_02.csv
T001394,S001,C065,P029,2,32000,2026-08-02 08:39:29,sales_2026_08_02.csv
T001395,S005,C074,P019,1,55000,2026-08-02 17:10:54,sales_2026_08_02.csv
T001396,S005,C019,P022,4,18000,2026-08-02 09:42:48,sales_2026_08_02.csv
T001397,S004,C023,P004,3,25000,2026-08-02 13:53:01,sales_2026_08_02.csv
T001398,S002,C025,P006,1,280000,2026-08-02 18:04:23,sales_2026_08_02.csv
T001399,S001,C055,P005,4,120000,2026-08-02 14:14:30,sales_2026_08_02.csv
T001400,S004,C026,P003,3,15000,2026-08-02 12:22:10,sales_2026_08_02.csv
T001401,S002,C077,P027,4,18000,2026-08-02 12:53:42,sales_2026_08_02.csv
T001402,S003,C094,P009,4,45000,2026-08-02 08:41:39,sales_2026_08_02.csv
T001403,S001,C012,P030,1,50000,2026-08-02 18:39:22,sales_2026_08_02.csv
T001404,S005,C051,P013,2,35000,2026-08-02 11:25:01,sales_2026_08_02.csv
T001405,S003,C036,P018,4,25000,2026-08-02 10:04:58,sales_2026_08_02.csv
T001406,S004,C002,P017,3,85000,2026-08-02 11:08:47,sales_2026_08_02.csv
T001407,S005,C076,P026,1,30000,2026-08-02 18:36:29,sales_2026_08_02.csv
T001408,S004,C015,P017,1,85000,2026-08-02 09:02:13,sales_2026_08_02.csv
T001409,S002,C019,P014,3,7000,2026-08-02 17:32:25,sales_2026_08_02.csv
T001410,S005,C075,P019,1,55000,2026-08-02 15:47:10,sales_2026_08_02.csv
T001411,S001,C014,P025,3,210000,2026-08-02 17:07:48,sales_2026_08_02.csv
T001412,S001,C037,P019,1,55000,2026-08-02 18:44:05,sales_2026_08_02.csv
T001413,S005,C045,P028,3,28000,2026-08-02 17:15:49,sales_2026_08_02.csv
T001414,S004,C034,P029,2,32000,2026-08-02 18:22:37,sales_2026_08_02.csv
T001415,S004,C074,P013,3,35000,2026-08-02 09:23:46,sales_2026_08_02.csv
T001416,S004,C005,P020,4,180000,2026-08-02 16:45:13,sales_2026_08_02.csv
T001417,S003,C052,P006,2,280000,2026-08-02 14:00:08,sales_2026_08_02.csv
T001418,S005,C078,P005,2,120000,2026-08-02 13:58:42,sales_2026_08_02.csv
T001419,S004,C005,P022,4,18000,2026-08-02 17:53:17,sales_2026_08_02.csv
T001420,S003,C089,P013,1,35000,2026-08-02 18:41:23,sales_2026_08_02.csv
T001421,S001,C096,P008,2,390000,2026-08-02 15:45:11,sales_2026_08_02.csv
T001422,S003,C048,P016,4,95000,2026-08-02 13:18:44,sales_2026_08_02.csv
T001423,S003,C039,P001,2,450000,2026-08-02 13:01:13,sales_2026_08_02.csv
T001424,S003,C063,P010,4,8000,2026-08-02 12:14:59,sales_2026_08_02.csv
T001425,S001,C030,P028,2,28000,2026-08-02 11:58:39,sales_2026_08_02.csv
T001426,S003,C096,P005,1,120000,2026-08-02 12:18:23,sales_2026_08_02.csv
T001427,S003,C035,P015,1,30000,2026-08-02 08:59:14,sales_2026_08_02.csv
T001428,S004,C078,P024,3,40000,2026-08-02 08:51:06,sales_2026_08_02.csv
T001429,S001,C025,P021,3,10000,2026-08-02 16:34:42,sales_2026_08_02.csv
T001430,S002,C053,P015,3,30000,2026-08-02 12:54:24,sales_2026_08_02.csv
T001431,S004,C098,P024,1,40000,2026-08-02 18:14:15,sales_2026_08_02.csv
T001432,S003,C008,P017,4,85000,2026-08-02 14:44:03,sales_2026_08_02.csv
T001433,S002,C009,P017,1,85000,2026-08-02 08:23:12,sales_2026_08_02.csv
T001434,S005,C052,P010,2,8000,2026-08-02 09:43:57,sales_2026_08_02.csv
T001435,S005,C073,P005,4,120000,2026-08-02 10:15:50,sales_2026_08_02.csv
T001436,S002,C025,P001,2,450000,2026-08-02 18:43:59,sales_2026_08_02.csv
T001437,S002,C008,P029,4,32000,2026-08-02 10:24:20,sales_2026_08_02.csv
T001438,S001,C059,P008,2,390000,2026-08-02 13:40:23,sales_2026_08_02.csv
T001439,S003,C091,P002,3,520000,2026-08-02 18:17:52,sales_2026_08_02.csv
T001440,S003,C048,P007,4,165000,2026-08-02 18:44:56,sales_2026_08_02.csv
T001441,S004,C065,P027,1,18000,2026-08-02 10:35:59,sales_2026_08_02.csv
T001442,S001,C088,P013,3,35000,2026-08-02 08:32:25,sales_2026_08_02.csv
T001443,S002,C048,P001,2,450000,2026-08-02 09:41:22,sales_2026_08_02.csv
T001444,S005,C058,P016,4,95000,2026-08-02 08:41:47,sales_2026_08_02.csv
T001445,S004,C076,P006,1,280000,2026-08-02 10:08:46,sales_2026_08_02.csv
T001446,S003,C045,P018,1,25000,2026-08-02 14:15:15,sales_2026_08_02.csv
T001447,S003,C096,P006,2,280000,2026-08-02 18:02:12,sales_2026_08_02.csv
